time_of_day,route,stop_id,stop_name,direction,min_load,max_load,avg_load,us_housing_units_no_vehicle_po,us_housing_units_no_vehicle,us_population_low_income_po,us_population_low_income,population_density,us_population,us_population_eighteen_to_twenty_four_years_old,us_population_eighteen_to_twenty_four_years_old_po,us_population_twenty_five_to_sixty_four_years_old_po,us_population_twenty_five_to_sixty_four_years_old,latitude,longitude
Morning,514,5610, MISSION ST&PERSIA AVE E-FS/B,Inbound,42,93,65.90909091,0.171070932,2157,0.303000492,8132,9348,8132,0.103418593,8132,0.545868175,8132,37.72861,-122.43596
Morning,36,5611, MISSION ST&PRECITA AVE NE-FS,Outbound,0,8,3,0.222103577,3746,0.255646817,8766,9348,8766,0.084987452,8766,0.679215149,8766,37.75061,-122.41917
Evening,49,5611, MISSION ST&PRECITA AVE NE-FS,Inbound,4,45,19.86666667,0.222103577,3746,0.255646817,8766,9348,8766,0.084987452,8766,0.679215149,8766,37.75061,-122.41917
Evening,36,5611, MISSION ST&PRECITA AVE NE-FS,Outbound,0,4,1,0.222103577,3746,0.255646817,8766,9348,8766,0.084987452,8766,0.679215149,8766,37.75061,-122.41917
Evening,14,5611, MISSION ST&PRECITA AVE NE-FS,Inbound,0,46,23.64285714,0.222103577,3746,0.255646817,8766,9348,8766,0.084987452,8766,0.679215149,8766,37.75061,-122.41917
Morning,14,5611, MISSION ST&PRECITA AVE NE-FS,Inbound,12,45,30.71428571,0.222103577,3746,0.255646817,8766,9348,8766,0.084987452,8766,0.679215149,8766,37.75061,-122.41917
Morning,49,5611, MISSION ST&PRECITA AVE NE-FS,Inbound,2,92,33.2,0.222103577,3746,0.255646817,8766,9348,8766,0.084987452,8766,0.679215149,8766,37.75061,-122.41917
Morning,49,5612, MISSION ST&PRECITA AVE NW-NS,Outbound,7,35,23.3,0.222103577,3746,0.255646817,8766,9348,8766,0.084987452,8766,0.679215149,8766,37.74762,-122.4209
Evening,49,5612, MISSION ST&PRECITA AVE NW-NS,Outbound,9,81,32.42857143,0.222103577,3746,0.255646817,8766,9348,8766,0.084987452,8766,0.679215149,8766,37.74762,-122.4209
Morning,14,5612, MISSION ST&PRECITA AVE NW-NS,Outbound,2,31,14.2,0.222103577,3746,0.255646817,8766,9348,8766,0.084987452,8766,0.679215149,8766,37.74762,-122.4209
Evening,14,5612, MISSION ST&PRECITA AVE NW-NS,Outbound,14,64,37.17647059,0.222103577,3746,0.255646817,8766,9348,8766,0.084987452,8766,0.679215149,8766,37.74762,-122.4209
Evening,514,5613, MISSION ST&RICHLAND AVE SE-N,Inbound,15,38,24.90909091,0.190669371,2465,0.322016903,6981,9348,6981,0.09096118,6981,0.622117175,6981,37.74159,-122.42612
Morning,514,5613, MISSION ST&RICHLAND AVE SE-N,Inbound,43,98,71,0.190669371,2465,0.322016903,6981,9348,6981,0.09096118,6981,0.622117175,6981,37.74159,-122.42612
Morning,49,5613, MISSION ST&RICHLAND AVE SE-N,Inbound,14,43,26.77777778,0.190669371,2465,0.322016903,6981,9348,6981,0.09096118,6981,0.622117175,6981,37.74159,-122.42612
Evening,14,5613, MISSION ST&RICHLAND AVE SE-N,Inbound,0,46,22.25,0.190669371,2465,0.322016903,6981,9348,6981,0.09096118,6981,0.622117175,6981,37.74159,-122.42612
Evening,49,5613, MISSION ST&RICHLAND AVE SE-N,Inbound,0,35,14.93333333,0.190669371,2465,0.322016903,6981,9348,6981,0.09096118,6981,0.622117175,6981,37.74159,-122.42612
Morning,14,5613, MISSION ST&RICHLAND AVE SE-N,Inbound,15,43,31.58333333,0.190669371,2465,0.322016903,6981,9348,6981,0.09096118,6981,0.622117175,6981,37.74159,-122.42612
Morning,14,5614, MISSION ST&RICHLAND AVE SW-F,Outbound,2,32,14.58823529,0.190669371,2465,0.322016903,6981,9348,6981,0.09096118,6981,0.622117175,6981,37.73621,-122.42678
Evening,49,5614, MISSION ST&RICHLAND AVE SW-F,Outbound,5,44,22.46666667,0.190669371,2465,0.322016903,6981,9348,6981,0.09096118,6981,0.622117175,6981,37.73621,-122.42678
Evening,514,5614, MISSION ST&RICHLAND AVE SW-F,Outbound,14,81,51.05882353,0.190669371,2465,0.322016903,6981,9348,6981,0.09096118,6981,0.622117175,6981,37.73621,-122.42678
Morning,49,5614, MISSION ST&RICHLAND AVE SW-F,Outbound,9,33,21.11111111,0.190669371,2465,0.322016903,6981,9348,6981,0.09096118,6981,0.622117175,6981,37.73621,-122.42678
Evening,14,5614, MISSION ST&RICHLAND AVE SW-F,Outbound,13,55,34.05882353,0.190669371,2465,0.322016903,6981,9348,6981,0.09096118,6981,0.622117175,6981,37.73621,-122.42678
Morning,514,5614, MISSION ST&RICHLAND AVE SW-F,Outbound,14,36,22.90909091,0.190669371,2465,0.322016903,6981,9348,6981,0.09096118,6981,0.622117175,6981,37.73621,-122.42678
Morning,29,5615, MISSION ST&RUSSIA AVE S-NS/B,Outbound,6,54,29.22222222,0.225884634,2063,0.303509979,7265,9348,7265,0.105437027,7265,0.545354439,7265,37.72451,-122.43789
Evening,29,5615, MISSION ST&RUSSIA AVE S-NS/B,Outbound,11,49,29.33333333,0.225884634,2063,0.303509979,7265,9348,7265,0.105437027,7265,0.545354439,7265,37.72451,-122.43789
Morning,14,5615, MISSION ST&RUSSIA AVE S-NS/B,Inbound,9,47,21.27272727,0.225884634,2063,0.303509979,7265,9348,7265,0.105437027,7265,0.545354439,7265,37.72451,-122.43789
Morning,914,5615, MISSION ST&RUSSIA AVE S-NS/B,Inbound,17,62,39.75,0.225884634,2063,0.303509979,7265,9348,7265,0.105437027,7265,0.545354439,7265,37.72451,-122.43789
Evening,14,5615, MISSION ST&RUSSIA AVE S-NS/B,Inbound,0,40,19.64285714,0.225884634,2063,0.303509979,7265,9348,7265,0.105437027,7265,0.545354439,7265,37.72451,-122.43789
Morning,14,5616, MISSION ST&RUTH ST W-FS/BZ,Outbound,8,30,17.375,0.171070932,2157,0.303000492,8132,9348,8132,0.103418593,8132,0.545868175,8132,37.72455,-122.43859
Evening,514,5616, MISSION ST&RUTH ST W-FS/BZ,Outbound,29,66,42.61111111,0.171070932,2157,0.303000492,8132,9348,8132,0.103418593,8132,0.545868175,8132,37.72455,-122.43859
Morning,514,5616, MISSION ST&RUTH ST W-FS/BZ,Outbound,7,19,14.16666667,0.171070932,2157,0.303000492,8132,9348,8132,0.103418593,8132,0.545868175,8132,37.72455,-122.43859
Evening,914,5616, MISSION ST&RUTH ST W-FS/BZ,Outbound,26,59,39.30769231,0.171070932,2157,0.303000492,8132,9348,8132,0.103418593,8132,0.545868175,8132,37.72455,-122.43859
Evening,14,5616, MISSION ST&RUTH ST W-FS/BZ,Outbound,10,57,32.11111111,0.171070932,2157,0.303000492,8132,9348,8132,0.103418593,8132,0.545868175,8132,37.72455,-122.43859
Evening,514,5619, MISSION ST&SICKLES AVE W-FS/,Outbound,9,44,23.23529412,0.144382544,2154,0.245343928,8054,9348,8054,0.093369754,8054,0.545939906,8054,37.71099,-122.4605
Morning,514,5619, MISSION ST&SICKLES AVE W-FS/,Outbound,5,19,10.16666667,0.144382544,2154,0.245343928,8054,9348,8054,0.093369754,8054,0.545939906,8054,37.71099,-122.4605
Evening,14,5619, MISSION ST&SICKLES AVE W-FS/,Outbound,5,31,15.54545455,0.144382544,2154,0.245343928,8054,9348,8054,0.093369754,8054,0.545939906,8054,37.71099,-122.4605
Evening,914,5619, MISSION ST&SICKLES AVE W-FS/,Outbound,0,28,15.14285714,0.144382544,2154,0.245343928,8054,9348,8054,0.093369754,8054,0.545939906,8054,37.71099,-122.4605
Evening,88,5619, MISSION ST&SICKLES AVE W - EOL,Outbound,0,0,0,0.144382544,2154,0.245343928,8054,9348,8054,0.093369754,8054,0.545939906,8054,37.71099,-122.4605
Morning,14,5619, MISSION ST&SICKLES AVE W-FS/,Outbound,1,18,7.25,0.144382544,2154,0.245343928,8054,9348,8054,0.093369754,8054,0.545939906,8054,37.71099,-122.4605
Morning,14,5620, MISSION ST&SILVER AVE S-NS/B,Inbound,12,45,28.38461538,0.153846154,1768,0.230466979,6617,9348,6617,0.085083875,6617,0.534078888,6617,37.73392,-122.43208
Evening,14,5620, MISSION ST&SILVER AVE S-NS/B,Inbound,0,49,23.3125,0.153846154,1768,0.230466979,6617,9348,6617,0.085083875,6617,0.534078888,6617,37.73392,-122.43208
Morning,49,5620, MISSION ST&SILVER AVE S-NS/B,Inbound,11,37,21.875,0.153846154,1768,0.230466979,6617,9348,6617,0.085083875,6617,0.534078888,6617,37.73392,-122.43208
Evening,49,5620, MISSION ST&SILVER AVE S-NS/B,Inbound,1,31,13.5,0.153846154,1768,0.230466979,6617,9348,6617,0.085083875,6617,0.534078888,6617,37.73392,-122.43208
Morning,914,5620, MISSION ST&SILVER AVE S-NS/B,Inbound,22,78,49.76470588,0.153846154,1768,0.230466979,6617,9348,6617,0.085083875,6617,0.534078888,6617,37.73392,-122.43208
Morning,514,5620, MISSION ST&SILVER AVE S-NS/B,Inbound,40,90,66.90909091,0.153846154,1768,0.230466979,6617,9348,6617,0.085083875,6617,0.534078888,6617,37.73392,-122.43208
Evening,514,5620, MISSION ST&SILVER AVE S-NS/B,Inbound,17,38,24.36363636,0.153846154,1768,0.230466979,6617,9348,6617,0.085083875,6617,0.534078888,6617,37.73392,-122.43208
Evening,914,5621, MISSION ST&SILVER AVE W-FS/B,Outbound,30,56,41.23076923,0.225884634,2063,0.303509979,7265,9348,7265,0.105437027,7265,0.545354439,7265,37.73181,-122.43624
Morning,49,5621, MISSION ST&SILVER AVE W-FS/B,Outbound,15,40,25,0.225884634,2063,0.303509979,7265,9348,7265,0.105437027,7265,0.545354439,7265,37.73181,-122.43624
Evening,49,5621, MISSION ST&SILVER AVE W-FS/B,Outbound,4,41,18.8125,0.225884634,2063,0.303509979,7265,9348,7265,0.105437027,7265,0.545354439,7265,37.73181,-122.43624
Morning,52,5621, MISSION ST&SILVER AVE W-FS/B,Outbound,14,187,48.66666667,0.225884634,2063,0.303509979,7265,9348,7265,0.105437027,7265,0.545354439,7265,37.73181,-122.43624
Evening,14,5621, MISSION ST&SILVER AVE W-FS/B,Outbound,9,53,33.94117647,0.225884634,2063,0.303509979,7265,9348,7265,0.105437027,7265,0.545354439,7265,37.73181,-122.43624
Evening,52,5621, MISSION ST&SILVER AVE W-FS/B,Outbound,15,40,24.625,0.225884634,2063,0.303509979,7265,9348,7265,0.105437027,7265,0.545354439,7265,37.73181,-122.43624
Morning,514,5621, MISSION ST&SILVER AVE W-FS/B,Outbound,12,34,21.16666667,0.225884634,2063,0.303509979,7265,9348,7265,0.105437027,7265,0.545354439,7265,37.73181,-122.43624
Morning,14,5621, MISSION ST&SILVER AVE W-FS/B,Outbound,5,36,16.73333333,0.225884634,2063,0.303509979,7265,9348,7265,0.105437027,7265,0.545354439,7265,37.73181,-122.43624
Evening,514,5621, MISSION ST&SILVER AVE W-FS/B,Outbound,17,76,47.47058824,0.225884634,2063,0.303509979,7265,9348,7265,0.105437027,7265,0.545354439,7265,37.73181,-122.43624
Morning,14,5623, MISSION ST&SPEAR ST W-FS/BZ,Outbound,0,10,2.842105263,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79332,-122.39741
Evening,14,5623, MISSION ST&SPEAR ST W-FS/BZ,Outbound,0,12,4.05,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79332,-122.39741
Evening,49,5624, MISSION ST&TRUMBULL ST SE-NS,Inbound,2,36,14.77777778,0.190669371,2465,0.322016903,6981,9348,6981,0.09096118,6981,0.622117175,6981,37.73569,-122.42961
Morning,49,5624, MISSION ST&TRUMBULL ST SE-NS,Inbound,12,38,23.625,0.190669371,2465,0.322016903,6981,9348,6981,0.09096118,6981,0.622117175,6981,37.73569,-122.42961
Morning,14,5624, MISSION ST&TRUMBULL ST SE-NS,Inbound,13,45,29,0.190669371,2465,0.322016903,6981,9348,6981,0.09096118,6981,0.622117175,6981,37.73569,-122.42961
Morning,914,5624, MISSION ST&TRUMBULL ST SE-NS,Inbound,22,82,50.88235294,0.190669371,2465,0.322016903,6981,9348,6981,0.09096118,6981,0.622117175,6981,37.73569,-122.42961
Evening,14,5624, MISSION ST&TRUMBULL ST SE-NS,Inbound,0,49,23.4375,0.190669371,2465,0.322016903,6981,9348,6981,0.09096118,6981,0.622117175,6981,37.73569,-122.42961
Evening,14,5625, MISSION ST&TRUMBULL ST W-FS/,Outbound,10,54,34.94117647,0.153846154,1768,0.230466979,6617,9348,6617,0.085083875,6617,0.534078888,6617,37.73095,-122.43155
Morning,49,5625, MISSION ST&TRUMBULL ST W-FS/,Outbound,12,32,22.11111111,0.153846154,1768,0.230466979,6617,9348,6617,0.085083875,6617,0.534078888,6617,37.73095,-122.43155
Evening,914,5625, MISSION ST&TRUMBULL ST W-FS/,Outbound,30,62,43.30769231,0.153846154,1768,0.230466979,6617,9348,6617,0.085083875,6617,0.534078888,6617,37.73095,-122.43155
Morning,14,5625, MISSION ST&TRUMBULL ST W-FS/,Outbound,2,35,16.3125,0.153846154,1768,0.230466979,6617,9348,6617,0.085083875,6617,0.534078888,6617,37.73095,-122.43155
Evening,49,5625, MISSION ST&TRUMBULL ST W-FS/,Outbound,6,40,20.0625,0.153846154,1768,0.230466979,6617,9348,6617,0.085083875,6617,0.534078888,6617,37.73095,-122.43155
Evening,14,5626, MISSION ST&VALENCIA ST W-FS/,Outbound,13,66,37.88235294,0.222103577,3746,0.255646817,8766,9348,8766,0.084987452,8766,0.679215149,8766,37.7458,-122.42178
Morning,14,5626, MISSION ST&VALENCIA ST W-FS/,Outbound,2,32,14.06666667,0.222103577,3746,0.255646817,8766,9348,8766,0.084987452,8766,0.679215149,8766,37.7458,-122.42178
Morning,49,5626, MISSION ST&VALENCIA ST W-FS/,Outbound,7,38,24.1,0.222103577,3746,0.255646817,8766,9348,8766,0.084987452,8766,0.679215149,8766,37.7458,-122.42178
Evening,36,5626, MISSION ST&VALENCIA ST W-FS/,Inbound,1,12,6,0.222103577,3746,0.255646817,8766,9348,8766,0.084987452,8766,0.679215149,8766,37.7458,-122.42178
Evening,49,5626, MISSION ST&VALENCIA ST W-FS/,Outbound,7,77,31.71428571,0.222103577,3746,0.255646817,8766,9348,8766,0.084987452,8766,0.679215149,8766,37.7458,-122.42178
Morning,36,5626, MISSION ST&VALENCIA ST W-FS/,Inbound,5,14,8.333333333,0.222103577,3746,0.255646817,8766,9348,8766,0.084987452,8766,0.679215149,8766,37.7458,-122.42178
Evening,14,5627, MISSION ST&WHITTIER ST N-NS/,Outbound,10,39,21.72727273,0.144382544,2154,0.245343928,8054,9348,8054,0.093369754,8054,0.545939906,8054,37.71178,-122.44883
Evening,88,5627, MISSION ST&WHITTIER ST N-NS/,Outbound,1,17,10.14285714,0.144382544,2154,0.245343928,8054,9348,8054,0.093369754,8054,0.545939906,8054,37.71178,-122.44883
Evening,914,5627, MISSION ST&WHITTIER ST N-NS/,Outbound,3,35,24,0.144382544,2154,0.245343928,8054,9348,8054,0.093369754,8054,0.545939906,8054,37.71178,-122.44883
Morning,14,5627, MISSION ST&WHITTIER ST N-NS/,Outbound,1,20,8.909090909,0.144382544,2154,0.245343928,8054,9348,8054,0.093369754,8054,0.545939906,8054,37.71178,-122.44883
Morning,88,5628, MISSION ST&WHITTIER ST S-NS/,Inbound,6,35,18.45,0.144382544,2154,0.245343928,8054,9348,8054,0.093369754,8054,0.545939906,8054,37.71412,-122.45132
Morning,914,5628, MISSION ST&WHITTIER ST S-NS/,Inbound,0,54,30.4,0.144382544,2154,0.245343928,8054,9348,8054,0.093369754,8054,0.545939906,8054,37.71412,-122.45132
Evening,14,5628, MISSION ST&WHITTIER ST S-NS/,Inbound,0,40,18.5,0.144382544,2154,0.245343928,8054,9348,8054,0.093369754,8054,0.545939906,8054,37.71412,-122.45132
Morning,14,5628, MISSION ST&WHITTIER ST S-NS/,Inbound,6,19,13.16666667,0.144382544,2154,0.245343928,8054,9348,8054,0.093369754,8054,0.545939906,8054,37.71412,-122.45132
Evening,43,5630, MUNICH ST&CORDOVA AVE NW-FS/,Inbound,2,13,5.875,0.151339989,1903,0.233285917,7030,9348,7030,0.095874822,7030,0.546088193,7030,37.71093,-122.4371
Morning,43,5630, MUNICH ST&CORDOVA AVE NW-FS/,Inbound,9,40,22.4,0.151339989,1903,0.233285917,7030,9348,7030,0.095874822,7030,0.546088193,7030,37.71093,-122.4371
Morning,43,5631, MUNICH ST&GENEVA AVE W-N - EOL,Outbound,0,1,0.1,0.151339989,1903,0.233285917,7030,9348,7030,0.095874822,7030,0.546088193,7030,37.71353,-122.43737
Morning,43,5631, MUNICH ST&GENEVA AVE W-NS/SB,Inbound,0,7,2.25,0.151339989,1903,0.233285917,7030,9348,7030,0.095874822,7030,0.546088193,7030,37.71353,-122.43737
Evening,43,5631, MUNICH ST&GENEVA AVE W-NS/SB,Inbound,0,2,0.8,0.151339989,1903,0.233285917,7030,9348,7030,0.095874822,7030,0.546088193,7030,37.71353,-122.43737
Evening,43,5631, MUNICH ST&GENEVA AVE W-N - EOL,Outbound,0,1,0.1,0.151339989,1903,0.233285917,7030,9348,7030,0.095874822,7030,0.546088193,7030,37.71353,-122.43737
Morning,43,5632, MUNICH ST&NAPLES ST NE-NS/PS,Inbound,13,42,27.5,0.151339989,1903,0.233285917,7030,9348,7030,0.095874822,7030,0.546088193,7030,37.71173,-122.43835
Evening,43,5632, MUNICH ST&NAPLES ST NE-NS/PS,Inbound,3,11,6.125,0.151339989,1903,0.233285917,7030,9348,7030,0.095874822,7030,0.546088193,7030,37.71173,-122.43835
Evening,19,5633, GALVEZ AVE&HORNE AVE S-N - EOL,Outbound,0,1,0.25,0.282926829,205,0.576868829,709,863,709,0.118476728,709,0.444287729,709,37.72987,-122.37189
Morning,19,5633, GALVEZ AVE&HORNE AVE S-N - EOL,Outbound,0,0,0,0.282926829,205,0.576868829,709,863,709,0.118476728,709,0.444287729,709,37.72987,-122.37189
Morning,19,5633, GALVEZ AVE&HORNE AVE S-NS/BZ,Inbound,0,2,1,0.282926829,205,0.576868829,709,863,709,0.118476728,709,0.444287729,709,37.72987,-122.37189
Evening,19,5633, GALVEZ AVE&HORNE AVE S-NS/BZ,Inbound,1,1,1,0.282926829,205,0.576868829,709,863,709,0.118476728,709,0.444287729,709,37.72987,-122.37189
Evening,35,5634, 33 MOFFITT ST W-MB/BZ,Outbound,0,2,1.5,0.077744554,2341,0.149453449,5306,9348,5306,0.065397663,5306,0.678854127,5306,37.73714,-122.43266
Morning,35,5634, 33 MOFFITT ST W-MB/BZ,Outbound,0,4,1.5,0.077744554,2341,0.149453449,5306,9348,5306,0.065397663,5306,0.678854127,5306,37.73714,-122.43266
Morning,538,5638, MARKET ST&1ST ST S-NS/BZ,Inbound,3,30,14.66666667,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79488,-122.4048
Evening,38,5638, MARKET ST&1ST ST S-NS/BZ,Inbound,1,10,4.857142857,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79488,-122.4048
Evening,71,5638, MARKET ST&1ST ST S-NS/BZ,Inbound,3,7,4.8,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79488,-122.4048
Morning,5,5638, MARKET ST&1ST ST S-NS/BZ,Inbound,2,10,5.944444444,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79488,-122.4048
Morning,571,5638, MARKET ST&1ST ST S-NS/BZ,Inbound,3,12,7.5,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79488,-122.4048
Morning,38,5638, MARKET ST&1ST ST S-NS/BZ,Inbound,0,22,10.21428571,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79488,-122.4048
Evening,5,5638, MARKET ST&1ST ST S-NS/BZ,Inbound,1,31,7.25,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79488,-122.4048
Evening,538,5638, MARKET ST&1ST ST S-NS/BZ,Inbound,2,20,6.529411765,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79488,-122.4048
Morning,9,5639, MARKET ST&2ND ST N-NS/SI,Outbound,1,11,5.444444444,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.79113,-122.40726
Evening,571,5639, MARKET ST&2ND ST N-NS/SI,Outbound,9,31,23.16666667,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.79113,-122.40726
Morning,6,5639, MARKET ST&2ND ST N-NS/SI,Outbound,0,10,3.875,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.79113,-122.40726
Evening,9,5639, MARKET ST&2ND ST N-NS/SI,Outbound,3,27,10.28571429,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.79113,-122.40726
Evening,509,5639, MARKET ST&2ND ST N-NS/SI,Outbound,6,25,13.8,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.79113,-122.40726
Evening,6,5639, MARKET ST&2ND ST N-NS/SI,Outbound,7,45,21.72727273,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.79113,-122.40726
Morning,509,5639, MARKET ST&2ND ST N-NS/SI,Outbound,0,10,5,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.79113,-122.40726
Morning,71,5639, MARKET ST&2ND ST N-NS/SI,Outbound,0,9,5.142857143,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.79113,-122.40726
Morning,31,5640, MARKET ST&3RD ST S-NS/SI,Inbound,6,21,15.83333333,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.78868,-122.40581
Evening,21,5640, MARKET ST&3RD ST S-NS/SI,Inbound,6,14,9.6,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.78868,-122.40581
Morning,21,5640, MARKET ST&3RD ST S-NS/SI,Inbound,6,32,22.66666667,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.78868,-122.40581
Morning,9,5640, MARKET ST&3RD ST S-NS/SI,Inbound,3,25,11,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.78868,-122.40581
Evening,509,5640, MARKET ST&3RD ST S-NS/SI,Inbound,0,12,4.714285714,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.78868,-122.40581
Evening,31,5640, MARKET ST&3RD ST S-NS/SI,Inbound,3,21,7.5,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.78868,-122.40581
Evening,6,5640, MARKET ST&3RD ST S-NS/SI,Inbound,1,13,6.272727273,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.78868,-122.40581
Morning,509,5640, MARKET ST&3RD ST S-NS/SI,Inbound,7,19,12.25,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.78868,-122.40581
Morning,6,5640, MARKET ST&3RD ST S-NS/SI,Inbound,6,27,13.63636364,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.78868,-122.40581
Evening,9,5640, MARKET ST&3RD ST S-NS/SI,Inbound,3,16,7.875,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.78868,-122.40581
Morning,538,5641, MARKET ST&3RD ST E-FS/BZ,Inbound,12,45,27.10526316,0.709187279,5660,0.569646018,11300,8201,11300,0.120353982,11300,0.66699115,11300,37.79016,-122.40721
Evening,538,5641, MARKET ST&3RD ST E-FS/BZ,Inbound,2,22,8.882352941,0.709187279,5660,0.569646018,11300,8201,11300,0.120353982,11300,0.66699115,11300,37.79016,-122.40721
Evening,38,5641, MARKET ST&3RD ST E-FS/BZ,Inbound,1,17,6,0.709187279,5660,0.569646018,11300,8201,11300,0.120353982,11300,0.66699115,11300,37.79016,-122.40721
Evening,71,5641, MARKET ST&3RD ST E-FS/BZ,Inbound,3,8,5,0.709187279,5660,0.569646018,11300,8201,11300,0.120353982,11300,0.66699115,11300,37.79016,-122.40721
Evening,5,5641, MARKET ST&3RD ST E-FS/BZ,Inbound,0,12,6.789473684,0.709187279,5660,0.569646018,11300,8201,11300,0.120353982,11300,0.66699115,11300,37.79016,-122.40721
Morning,38,5641, MARKET ST&3RD ST E-FS/BZ,Inbound,2,36,18.42857143,0.709187279,5660,0.569646018,11300,8201,11300,0.120353982,11300,0.66699115,11300,37.79016,-122.40721
Morning,571,5641, MARKET ST&3RD ST E-FS/BZ,Inbound,11,20,15.33333333,0.709187279,5660,0.569646018,11300,8201,11300,0.120353982,11300,0.66699115,11300,37.79016,-122.40721
Morning,5,5641, MARKET ST&3RD ST E-FS/BZ,Inbound,8,19,14.61111111,0.709187279,5660,0.569646018,11300,8201,11300,0.120353982,11300,0.66699115,11300,37.79016,-122.40721
Evening,5,5642, MARKET BET. 4TH & 3RD ST SE-,Inbound,2,14,8.789473684,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.78771,-122.4057
Morning,571,5642, MARKET BET. 4TH & 3RD ST SE-,Inbound,20,26,22.66666667,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.78771,-122.4057
Morning,5,5642, MARKET BET. 4TH & 3RD ST SE-,Inbound,13,30,22.73684211,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.78771,-122.4057
Evening,71,5642, MARKET BET. 4TH & 3RD ST SE-,Inbound,7,13,10.2,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.78771,-122.4057
Morning,571,5643, MARKET ST&4TH ST S-NS/SI,Inbound,22,35,26.83333333,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.78837,-122.41011
Morning,21,5643, MARKET ST&4TH ST S-NS/SI,Inbound,12,48,34.83333333,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.78837,-122.41011
Morning,509,5643, MARKET ST&4TH ST S-NS/SI,Inbound,8,26,19,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.78837,-122.41011
Morning,6,5643, MARKET ST&4TH ST S-NS/SI,Inbound,11,42,19.91666667,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.78837,-122.41011
Evening,71,5643, MARKET ST&4TH ST S-NS/SI,Inbound,10,17,13.2,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.78837,-122.41011
Evening,6,5643, MARKET ST&4TH ST S-NS/SI,Inbound,5,19,10.27272727,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.78837,-122.41011
Morning,31,5643, MARKET ST&4TH ST S-NS/SI,Inbound,12,29,22,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.78837,-122.41011
Evening,509,5643, MARKET ST&4TH ST S-NS/SI,Inbound,4,19,10.14285714,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.78837,-122.41011
Evening,21,5643, MARKET ST&4TH ST S-NS/SI,Inbound,6,20,13.4,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.78837,-122.41011
